"Alaska Emissions by Gas, MMT CO2 eq.",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Carbon dioxide",32.548974619422296,33.339604515356655,34.567532184995244,35.225614825913354,34.53250230017306,39.142856594552036,40.38157638643886,39.144699956101235,40.65576990375117,41.01850869012997,41.786410646196416,41.21265172766006,41.17048621897972,40.794499111380645,43.31720906524852,44.90863062020928,42.49730687027614,40.9331778450816,37.17884813929359,36.17714835894388,35.11693071398322,34.15833778394851,33.74364162550785,32.10440068860596,32.64696721620568,32.4221760633999,30.92399510424715,31.239761769711745,31.144330847759832,31.262123390589238,33.176152035189716,36.30589168897499,38.05315792134752
"Land use and forestry carbon stock change",-12.712289449526464,-18.741897830685854,-28.28211944210732,-27.015591415002994,-27.06622068368572,-27.19373085046193,-26.215026840943207,-28.997893275741855,-23.648716696447586,-19.248359706570877,-21.838513045525698,-26.746076447550426,6.838912038167866,-23.803562204065123,63.03407590741321,11.745697488160657,-27.190645205727687,-25.704363510816055,-30.673849624949707,9.289117192148014,-20.015001556363014,-29.389618618414875,-24.912513397137463,-3.0808430422227726,-31.58008010750096,65.12430643230408,-29.1311773393988,-30.797922880513223,-26.989055328233636,19.519736899082034,-30.57000872967132,-25.983904438273537,17.111681433789546
"Methane",6.342200749542977,5.03947386567611,3.8897810093338774,4.477278012840509,4.35997683977123,4.242912373577059,4.44925905897005,3.9637552454276097,4.0329858930361695,4.262316276642912,3.946289455811764,3.352945639223685,7.322800476959451,4.503295710589896,15.976837234630743,10.632062233720275,3.2515753816013766,3.38139730623138,3.062259941485941,7.307760804483707,3.587941367352736,3.411185218118213,2.604522270289786,5.154668950611166,2.597019206897703,10.262356897279565,2.5059447361945377,2.8889688680462537,2.2700119155883445,3.9990011196183852,1.8167406353606386,2.298730174681687,5.6011598900479544
"Nitrous oxide",2.1029150458970483,1.0644289613222666,0.23459484392782642,0.7317494856826734,0.5224117546373385,0.26424670406142836,0.43456998894543036,0.2695656102851253,0.5311927193533476,0.9124739141786125,0.8294734953408273,0.3970821861169116,2.938028067250357,0.9167571026688792,8.883572138067905,5.260047986632701,0.4027396225044808,0.5451289860221854,0.30120078228201064,3.236963500184726,0.5359016194255861,0.3691913854744736,0.26468661382019487,1.8542888271980398,0.221073299174294,5.538434995891506,0.27909551038563174,0.44961702971818635,0.5085822827182993,1.6941528965681858,0.22654256915807797,0.5179199656499884,2.7568508509538914
"Fluorinated gases",0.1990956336980366,0.19430021290660038,0.19572856700444288,0.20103852788735777,0.21231867050952416,0.23907737011839394,0.25685197766665807,0.2739885883368194,0.2789330585239572,0.2969552047581429,0.3086059575123705,0.32215992611700284,0.3289190774126433,0.33746270904273784,0.34585926650811677,0.3542796961712658,0.3648761228457184,0.37753719048619055,0.4024243142590063,0.4155085773169248,0.4295002575780134,0.40293072024512344,0.4353084589067573,0.44092028870139977,0.431213829863228,0.4517333809730706,0.45174322874760947,0.44034339540469286,0.4288712349538007,0.4389246772922698,0.43036652241404355,0.41196438474470287,0.45422910267426825
"Net total",28.48089659903389,20.89590972457578,10.60551716315407,13.6200894373209,12.56098888140543,16.69536219184699,19.307230571077792,14.654116124408933,21.85016487821706,27.24189437913876,25.03226650933568,18.538763031567232,58.59914587877003,22.748452429617036,131.55755361186849,72.90071802489418,19.32585279150003,19.532877817005303,10.270883552370844,56.426498433077256,19.655272401976546,8.952026489371447,12.135645571387123,36.473435712893796,4.316193444639945,113.79900776984812,5.02960124017613,4.220768182367655,7.36274095278664,56.91393898315011,5.079793032451158,13.550601775777828,63.97707919881317
"Gross total",36.59830248370451,37.535955484459784,38.76745883187777,39.29828565397843,38.806536832507746,43.68404718219993,44.88973121077751,43.41527105354277,44.62803503293756,44.64977228847562,45.256953573569675,44.70219060778043,44.88730215908842,44.6964806962428,47.143415610588015,48.60155290831372,45.91836865614993,44.23798682230483,40.46075721614092,39.33518576728878,38.56981099012319,37.62700574150764,36.57724466080398,35.10268599198446,35.475534210970224,35.09387456767495,33.57329847631844,33.999060625775385,33.200244003953415,33.353910028079255,35.20556005521052,38.388963460337536,40.22865312213636
