Emission Type,Region,Year,Value
Land use and forestry carbon stock change,District_of_Columbia,1991,-0.04706217573626935
Land use and forestry carbon stock change,District_of_Columbia,1992,-0.04504415005321649
Land use and forestry carbon stock change,District_of_Columbia,1993,-0.04333594222125415
Land use and forestry carbon stock change,District_of_Columbia,1994,-0.04150424498123871
Land use and forestry carbon stock change,District_of_Columbia,1995,-0.04011283682582595
Land use and forestry carbon stock change,District_of_Columbia,1996,-0.04026040726016388
Land use and forestry carbon stock change,District_of_Columbia,1997,-0.03930703145592345
Land use and forestry carbon stock change,District_of_Columbia,1998,-0.0398779353716544
Land use and forestry carbon stock change,District_of_Columbia,1999,-0.0408750401668102
Land use and forestry carbon stock change,District_of_Columbia,2000,-0.04117787219582086
Land use and forestry carbon stock change,District_of_Columbia,2001,-0.04162152004513235
Land use and forestry carbon stock change,District_of_Columbia,2002,-0.04093245386871026
Land use and forestry carbon stock change,District_of_Columbia,2003,-0.04063848433295343
Land use and forestry carbon stock change,District_of_Columbia,2004,-0.04056496136829027
Land use and forestry carbon stock change,District_of_Columbia,2005,-0.04062308450656893
Land use and forestry carbon stock change,District_of_Columbia,2006,-0.04080568387573543
Land use and forestry carbon stock change,District_of_Columbia,2007,-0.04058384377772576
Land use and forestry carbon stock change,District_of_Columbia,2008,-0.04159664315243198
Land use and forestry carbon stock change,District_of_Columbia,2009,-0.04180386805982661
Land use and forestry carbon stock change,District_of_Columbia,2010,-0.04118729199476004
Land use and forestry carbon stock change,District_of_Columbia,2011,-0.04088369548692402
Land use and forestry carbon stock change,District_of_Columbia,2012,-0.04042423880899842
Land use and forestry carbon stock change,District_of_Columbia,2013,-0.04038958581400873
Land use and forestry carbon stock change,District_of_Columbia,2014,-0.04012085698393424
Land use and forestry carbon stock change,District_of_Columbia,2015,-0.03925343970658623
Land use and forestry carbon stock change,District_of_Columbia,2016,-0.03839559156229865
Land use and forestry carbon stock change,District_of_Columbia,2017,-0.03993313369077578
Land use and forestry carbon stock change,District_of_Columbia,2018,-0.03989999661663138
Land use and forestry carbon stock change,District_of_Columbia,2019,-0.03963399025120735
Land use and forestry carbon stock change,District_of_Columbia,2020,-0.0394342156524137
Land use and forestry carbon stock change,District_of_Columbia,2021,-0.03923069437510862
Land use and forestry carbon stock change,District_of_Columbia,2022,-0.03867902118587154
Net total,District_of_Columbia,1990,4.865049107897664
Net total,District_of_Columbia,1991,4.741638282921416
Net total,District_of_Columbia,1992,4.868686157337502
Net total,District_of_Columbia,1993,5.077992453994789
Net total,District_of_Columbia,1994,5.014829911098427
Net total,District_of_Columbia,1995,4.8557275793796055
Net total,District_of_Columbia,1996,4.818165978767515
Net total,District_of_Columbia,1997,4.751223301557793
Net total,District_of_Columbia,1998,4.585282940786975
Net total,District_of_Columbia,1999,4.614171447578042
Net total,District_of_Columbia,2000,4.851787137561461
Net total,District_of_Columbia,2001,4.699191723103882
Net total,District_of_Columbia,2002,4.860459791452033
Net total,District_of_Columbia,2003,4.565533175906712
Net total,District_of_Columbia,2004,4.596036561770913
Net total,District_of_Columbia,2005,4.81032768086633
Net total,District_of_Columbia,2006,3.87626255785882
Net total,District_of_Columbia,2007,4.022908074133528
Net total,District_of_Columbia,2008,3.7531181348379583
Net total,District_of_Columbia,2009,3.7997408087264657
Net total,District_of_Columbia,2010,3.900255662791552
Net total,District_of_Columbia,2011,3.6749331334539814
Net total,District_of_Columbia,2012,3.1677745181451074
Net total,District_of_Columbia,2013,3.3915245138289216
Net total,District_of_Columbia,2014,3.684630907138035
Net total,District_of_Columbia,2015,3.569861584802429
Net total,District_of_Columbia,2016,3.420117334617675
Net total,District_of_Columbia,2017,3.1746144060749644
Net total,District_of_Columbia,2018,4.167939595980573
Net total,District_of_Columbia,2019,3.423370047184449
Net total,District_of_Columbia,2020,2.946473890931799
Net total,District_of_Columbia,2021,3.1210657910233053
Net total,District_of_Columbia,2022,3.1768091555393796
Gross total,District_of_Columbia,1990,4.90760758613452
Gross total,District_of_Columbia,1991,4.783237534097026
Gross total,District_of_Columbia,1992,4.906179089825082
Gross total,District_of_Columbia,1993,5.106399407112751
Gross total,District_of_Columbia,1994,5.026627215240388
Gross total,District_of_Columbia,1995,4.837862994093371
Gross total,District_of_Columbia,1996,4.781283379199532
Gross total,District_of_Columbia,1997,4.69483770313707
Gross total,District_of_Columbia,1998,4.516304938252548
Gross total,District_of_Columbia,1999,4.531396679590439
Gross total,District_of_Columbia,2000,4.756955226783963
Gross total,District_of_Columbia,2001,4.592641777984467
Gross total,District_of_Columbia,2002,4.745052610547342
Gross total,District_of_Columbia,2003,4.443241593528291
Gross total,District_of_Columbia,2004,4.467773193274795
Gross total,District_of_Columbia,2005,4.674786947246193
Gross total,District_of_Columbia,2006,3.7291679376303937
Gross total,District_of_Columbia,2007,3.8622045452084386
Gross total,District_of_Columbia,2008,3.5781363337591356
Gross total,District_of_Columbia,2009,3.615941081518196
Gross total,District_of_Columbia,2010,3.7239113087864113
Gross total,District_of_Columbia,2011,3.4811192145114687
Gross total,District_of_Columbia,2012,2.9549027849470457
Gross total,District_of_Columbia,2013,3.132890582285788
Gross total,District_of_Columbia,2014,3.377306222993383
Gross total,District_of_Columbia,2015,3.2660555243275255
Gross total,District_of_Columbia,2016,3.107530641820407
Gross total,District_of_Columbia,2017,2.911317855568176
Gross total,District_of_Columbia,2018,3.861962029679761
Gross total,District_of_Columbia,2019,3.1325607175603745
Gross total,District_of_Columbia,2020,2.6404033567063685
Gross total,District_of_Columbia,2021,2.8030341036583906
Gross total,District_of_Columbia,2022,2.8452840013849836
Carbon dioxide,Florida,1990,186.66444747535348
Carbon dioxide,Florida,1991,187.41577440663957
Carbon dioxide,Florida,1992,190.20570460129264
Carbon dioxide,Florida,1993,197.59672742421753
Carbon dioxide,Florida,1994,201.86594508550732
Carbon dioxide,Florida,1995,206.4741575415891
Carbon dioxide,Florida,1996,213.241914211876
Carbon dioxide,Florida,1997,216.1208306846291
Carbon dioxide,Florida,1998,228.6730611682956
Carbon dioxide,Florida,1999,229.17228427734176
Carbon dioxide,Florida,2000,237.85741784113108
Carbon dioxide,Florida,2001,236.72860792366657
Carbon dioxide,Florida,2002,241.340442557645
Carbon dioxide,Florida,2003,248.14232733641256
Carbon dioxide,Florida,2004,255.3368300209441
Carbon dioxide,Florida,2005,258.481222793392
Carbon dioxide,Florida,2006,256.0546060506639
Carbon dioxide,Florida,2007,254.0910232449202
Carbon dioxide,Florida,2008,238.8571525074307
Carbon dioxide,Florida,2009,226.01710785139915
Carbon dioxide,Florida,2010,240.2542647778052
Carbon dioxide,Florida,2011,226.59635895025647
Carbon dioxide,Florida,2012,222.39813903201193
Carbon dioxide,Florida,2013,223.10007358803213
Carbon dioxide,Florida,2014,228.0875500287197
Carbon dioxide,Florida,2015,232.2389168003007
Carbon dioxide,Florida,2016,233.5232096376564
Carbon dioxide,Florida,2017,233.49523691621863
Carbon dioxide,Florida,2018,234.56343575384048
Carbon dioxide,Florida,2019,227.6985238735858
Carbon dioxide,Florida,2020,208.2375974359652
Carbon dioxide,Florida,2021,224.97392917306416
Carbon dioxide,Florida,2022,229.57498331402832
Methane,Florida,1990,23.134963390780293
Methane,Florida,1991,22.116979343769316
Methane,Florida,1992,22.42772535230562
Methane,Florida,1993,22.187765614794326
Methane,Florida,1994,22.132333731826385
Methane,Florida,1995,21.792534487356026
Methane,Florida,1996,21.57123239002735
Methane,Florida,1997,20.870678064343604
Methane,Florida,1998,20.501957059440663
Methane,Florida,1999,21.784611278974975
Methane,Florida,2000,21.943138785668015
Methane,Florida,2001,20.316358120722523
Methane,Florida,2002,20.470359874478092
Methane,Florida,2003,21.05822831795183
Methane,Florida,2004,21.768056831781173
Methane,Florida,2005,22.309412493980275
Methane,Florida,2006,22.172184401462967
Methane,Florida,2007,21.09448120381851
Methane,Florida,2008,19.87226029316704
Methane,Florida,2009,19.338567523687495
Methane,Florida,2010,21.95813672013791
Methane,Florida,2011,20.76264622492642
Methane,Florida,2012,20.999427557746905
Methane,Florida,2013,20.82812641545058
Methane,Florida,2014,20.75450752147387
Methane,Florida,2015,20.69181263760464
Methane,Florida,2016,20.919139774694248
Methane,Florida,2017,21.64673372542381
Methane,Florida,2018,21.86055926988345
Methane,Florida,2019,22.313062335894845
Methane,Florida,2020,21.04005433444891
Methane,Florida,2021,21.2160978900637
Methane,Florida,2022,20.86338019605825
Fluorinated gases,Florida,1990,0.7233194017857377
Fluorinated gases,Florida,1991,0.708963645588202
Fluorinated gases,Florida,1992,0.77200940364467
Fluorinated gases,Florida,1993,1.0013948764243017
Fluorinated gases,Florida,1994,1.4685496876262452
Fluorinated gases,Florida,1995,2.428482166233625
Fluorinated gases,Florida,1996,3.1219857366434822
Fluorinated gases,Florida,1997,3.791677975674065
Fluorinated gases,Florida,1998,4.234611803795144
Fluorinated gases,Florida,1999,4.770601288788521
Fluorinated gases,Florida,2000,5.20535044240008
Fluorinated gases,Florida,2001,5.6417399730666435
Fluorinated gases,Florida,2002,5.962116417873634
Fluorinated gases,Florida,2003,6.278946495870501
Fluorinated gases,Florida,2004,6.564507840267715
Fluorinated gases,Florida,2005,6.90734290479889
Fluorinated gases,Florida,2006,7.324909612942841
Fluorinated gases,Florida,2007,7.787534190111498
Fluorinated gases,Florida,2008,8.3145810618652
Fluorinated gases,Florida,2009,9.959187445063362
Fluorinated gases,Florida,2010,10.12561752291746
Fluorinated gases,Florida,2011,9.4543784918466809
Fluorinated gases,Florida,2012,11.711572794191891
Fluorinated gases,Florida,2013,10.66651213839394
Fluorinated gases,Florida,2014,11.534881841845063
Fluorinated gases,Florida,2015,12.145925016432194
Fluorinated gases,Florida,2016,13.866204968336834
Fluorinated gases,Florida,2017,14.057363270542938
Fluorinated gases,Florida,2018,15.54329652238811
Fluorinated gases,Florida,2019,18.2604312005434
Fluorinated gases,Florida,2020,15.110298277775026
Fluorinated gases,Florida,2021,15.860156939957726
Fluorinated gases,Florida,2022,16.536962395869416
Nitrous oxide,Florida,1990,11.10553883581708
Nitrous oxide,Florida,1991,11.193767411208979
Nitrous oxide,Florida,1992,11.359476229636648
Nitrous oxide,Florida,1993,11.434420575368415
Nitrous oxide,Florida,1994,12.006577015359234
Nitrous oxide,Florida,1995,12.139226241157765
Nitrous oxide,Florida,1996,12.269331687696791
Nitrous oxide,Florida,1997,12.496210110469631
Nitrous oxide,Florida,1998,12.500936857509616
Nitrous oxide,Florida,1999,12.459377387528686
Nitrous oxide,Florida,2000,12.661567334105872
Nitrous oxide,Florida,2001,12.287024479318012
Nitrous oxide,Florida,2002,12.795768825172656
Nitrous oxide,Florida,2003,12.548161859655329
Nitrous oxide,Florida,2004,12.512590021398
Nitrous oxide,Florida,2005,14.363955371828402
Nitrous oxide,Florida,2006,15.936352749277727
Nitrous oxide,Florida,2007,18.39467498940062
Nitrous oxide,Florida,2008,12.212610585061457
Nitrous oxide,Florida,2009,12.196091080253868
Nitrous oxide,Florida,2010,13.7033274814579
Nitrous oxide,Florida,2011,18.794876861558578
Nitrous oxide,Florida,2012,13.881081527732938
Nitrous oxide,Florida,2013,12.787076930588716
Nitrous oxide,Florida,2014,13.27713608914546
Nitrous oxide,Florida,2015,12.299560725586376
Nitrous oxide,Florida,2016,15.224897504386597
Nitrous oxide,Florida,2017,15.32601227800908
Nitrous oxide,Florida,2018,18.06664670465326
Nitrous oxide,Florida,2019,13.518409397132338
Nitrous oxide,Florida,2020,15.78229305927306
Nitrous oxide,Florida,2021,15.067154761921412
Nitrous oxide,Florida,2022,10.611085719004622
Land use and forestry carbon stock change,Florida,1990,-14.47180972452194
Land use and forestry carbon stock change,Florida,1991,-14.069648474346105
Land use and forestry carbon stock change,Florida,1992,-14.629033477380876
Land use and forestry carbon stock change,Florida,1993,-14.298642897221672
Land use and forestry carbon stock change,Florida,1994,-13.885246228386354
Land use and forestry carbon stock change,Florida,1995,-13.090848518840373
Land use and forestry carbon stock change,Florida,1996,-13.402438597520264
Land use and forestry carbon stock change,Florida,1997,-13.368387096608586
Land use and forestry carbon stock change,Florida,1998,-12.840946868277271
Land use and forestry carbon stock change,Florida,1999,-16.798932158622357
Land use and forestry carbon stock change,Florida,2000,-16.315454731988556
Land use and forestry carbon stock change,Florida,2001,-12.228659552986088
Land use and forestry carbon stock change,Florida,2002,-11.210561984075174
Land use and forestry carbon stock change,Florida,2003,-11.297642058367446
Land use and forestry carbon stock change,Florida,2004,-10.66025654021685
Land use and forestry carbon stock change,Florida,2005,-10.485545186944378
Land use and forestry carbon stock change,Florida,2006,-10.931840977214138
Land use and forestry carbon stock change,Florida,2007,-10.858256919198634
Land use and forestry carbon stock change,Florida,2008,-11.363958062671056
Land use and forestry carbon stock change,Florida,2009,-11.86910751999805
Land use and forestry carbon stock change,Florida,2010,-11.595622456907735
Land use and forestry carbon stock change,Florida,2011,-11.526101149343134
Land use and forestry carbon stock change,Florida,2012,-10.96625713144491
Land use and forestry carbon stock change,Florida,2013,-11.575009033606408
Land use and forestry carbon stock change,Florida,2014,-11.512561849328929
Land use and forestry carbon stock change,Florida,2015,-11.569584235452387
Land use and forestry carbon stock change,Florida,2016,-10.764577813266811
Land use and forestry carbon stock change,Florida,2017,-12.087611202706896
Land use and forestry carbon stock change,Florida,2018,-10.911957775301303
Land use and forestry carbon stock change,Florida,2019,-10.857016140089057
Land use and forestry carbon stock change,Florida,2020,-10.194299028366885
Land use and forestry carbon stock change,Florida,2021,-9.001248881658192
Land use and forestry carbon stock change,Florida,2022,-8.124508460662382
Net total,Florida,1990,207.15645937921465
Net total,Florida,1991,207.3658363328599
Net total,Florida,1992,210.13588210949868
Net total,Florida,1993,217.92166559358293
Net total,Florida,1994,223.5881592919328
Net total,Florida,1995,229.74355191749615
Net total,Florida,1996,236.80202542872337
Net total,Florida,1997,239.91100973850783
Net total,Florida,1998,253.06962002076375
Net total,Florida,1999,251.3879420740116
Net total,Florida,2000,261.3520196713165
Net total,Florida,2001,262.74507094378765
Net total,Florida,2002,269.3581256910942
Net total,Florida,2003,276.7300219515228
Net total,Florida,2004,285.52172817417414
Net total,Florida,2005,291.57638837705525
Net total,Florida,2006,290.5562118371333
Net total,Florida,2007,290.5094567090522
Net total,Florida,2008,267.8926463848534
Net total,Florida,2009,255.64184638040584
Net total,Florida,2010,274.44572404541077
Net total,Florida,2011,264.082159379245
Net total,Florida,2012,258.0239637802387
Net total,Florida,2013,255.80678003885896
Net total,Florida,2014,262.1415136318552
Net total,Florida,2015,265.8066309444715
Net total,Florida,2016,272.7688740718073
Net total,Florida,2017,272.4377349874876
Net total,Florida,2018,279.121980475464
Net total,Florida,2019,270.93341066706733
Net total,Florida,2020,249.97594407909529
Net total,Florida,2021,268.1160898833488
Net total,Florida,2022,269.46190316429823
Gross total,Florida,1990,215.24324757466076
Gross total,Florida,1991,215.0044006130881
Gross total,Florida,1992,218.19009519649916
Gross total,Florida,1993,225.4893922041318
Gross total,Florida,1994,230.2136609096807
Gross total,Florida,1995,234.66162192085727
Gross total,Florida,1996,241.27483286699623
Gross total,Florida,1997,243.6919981205204
Gross total,Florida,1998,255.5267913940968
Gross total,Florida,1999,257.3009180089266
Gross total,Florida,2000,266.4482879728638
Gross total,Florida,2001,263.3216050801372
Gross total,Florida,2002,268.6575967691938
Gross total,Florida,2003,275.7323265878269
Gross total,Florida,2004,283.2868964175621
Gross total,Florida,2005,288.96529835957705
Gross total,Florida,2006,287.7790210090563
Gross total,Florida,2007,286.63686847570915
Gross total,Florida,2008,264.3811787101333
Gross total,Florida,2009,250.959915202471
Gross total,Florida,2010,269.44610926407137
Gross total,Florida,2011,259.5666663967154
Gross total,Florida,2012,250.9819034201611
Gross total,Florida,2013,250.43851439902735
Gross total,Florida,2014,255.8932342796214
Gross total,Florida,2015,258.97260297194833
Gross total,Florida,2016,263.5087637765551
Gross total,Florida,2017,264.036293291385
Gross total,Florida,2018,268.0177418418612
Gross total,Florida,2019,257.25563158746286
Gross total,Florida,2020,238.85783869982112
Gross total,Florida,2021,254.91444606899995
Gross total,Florida,2022,254.7948945770571
Carbon dioxide,Georgia,1990,141.47897382331178
Carbon dioxide,Georgia,1991,132.95881610214687
Carbon dioxide,Georgia,1992,132.2417322706937
Carbon dioxide,Georgia,1993,142.0098302550705
Carbon dioxide,Georgia,1994,145.5257196391176
Carbon dioxide,Georgia,1995,153.82437278503232
Carbon dioxide,Georgia,1996,156.4716487008954
Carbon dioxide,Georgia,1997,158.88484462106447
Carbon dioxide,Georgia,1998,161.15588781218787
Carbon dioxide,Georgia,1999,163.7829815774759
Carbon dioxide,Georgia,2000,172.45640784466065
Carbon dioxide,Georgia,2001,164.64743515026404
Carbon dioxide,Georgia,2002,170.42097381593055
Carbon dioxide,Georgia,2003,172.98858506201992
Carbon dioxide,Georgia,2004,176.07536252276122
Carbon dioxide,Georgia,2005,186.8392587032672
Carbon dioxide,Georgia,2006,182.7604895011831
Carbon dioxide,Georgia,2007,185.75495592603636
Carbon dioxide,Georgia,2008,173.57433037076098
Carbon dioxide,Georgia,2009,161.37817217122486
Carbon dioxide,Georgia,2010,170.9445693605931
Carbon dioxide,Georgia,2011,154.63221285929478
Carbon dioxide,Georgia,2012,138.0235850947472
Carbon dioxide,Georgia,2013,139.797340039953
Carbon dioxide,Georgia,2014,145.19453796113197
Carbon dioxide,Georgia,2015,144.32256642436448
Carbon dioxide,Georgia,2016,142.39457994377085
Carbon dioxide,Georgia,2017,139.99206351846493
Carbon dioxide,Georgia,2018,140.2633181194638
Carbon dioxide,Georgia,2019,134.13887105854377
Carbon dioxide,Georgia,2020,116.1638818305945
Carbon dioxide,Georgia,2021,124.19912459345456
Carbon dioxide,Georgia,2022,124.16676981974464
Methane,Georgia,1990,13.478162915475393
Methane,Georgia,1991,13.78343690935723
Methane,Georgia,1992,14.017700820027846
Methane,Georgia,1993,14.57266874495991
Methane,Georgia,1994,14.296331924261144
Methane,Georgia,1995,14.270473797538452
Methane,Georgia,1996,14.092268941832186
Methane,Georgia,1997,14.390575456759075
Methane,Georgia,1998,14.290958619302376
Methane,Georgia,1999,14.231064327885871
Methane,Georgia,2000,14.102403498285316
Methane,Georgia,2001,13.665449877550556
Methane,Georgia,2002,13.936076740984754
Methane,Georgia,2003,14.00600727727195
Methane,Georgia,2004,13.778655163185396
Methane,Georgia,2005,13.407720702878256
Methane,Georgia,2006,13.466753466424237
Methane,Georgia,2007,13.953366255733435
Methane,Georgia,2008,13.363721096840072
Methane,Georgia,2009,13.262576441231326
Methane,Georgia,2010,13.954684917800968
Methane,Georgia,2011,13.093940524779306
Methane,Georgia,2012,13.116771603909402
Methane,Georgia,2013,13.630172146047457
Methane,Georgia,2014,13.830706564051043
Methane,Georgia,2015,13.558626311860852
Methane,Georgia,2016,13.606094258588175
Methane,Georgia,2017,13.942594107904457
Methane,Georgia,2018,14.337760989049904
Methane,Georgia,2019,14.607730440410506
Methane,Georgia,2020,14.733285477986495
Methane,Georgia,2021,14.012808804330223
Methane,Georgia,2022,13.86787157909362
Fluorinated gases,Georgia,1990,0.6501298559223797
Fluorinated gases,Georgia,1991,0.6304225633096775
Fluorinated gases,Georgia,1992,0.6593402155221579
Fluorinated gases,Georgia,1993,0.7638538854727376
Fluorinated gases,Georgia,1994,0.9822214234158048
Fluorinated gases,Georgia,1995,1.4428929342020744
Fluorinated gases,Georgia,1996,1.7741959834483767
Fluorinated gases,Georgia,1997,2.0983380355814596
Fluorinated gases,Georgia,1998,2.2952921874285788
Fluorinated gases,Georgia,1999,2.5801326231768655
Fluorinated gases,Georgia,2000,2.8104942960609542
Fluorinated gases,Georgia,2001,3.0343286489187187
Fluorinated gases,Georgia,2002,3.1739242422934546
Fluorinated gases,Georgia,2003,3.316641310994571
Fluorinated gases,Georgia,2004,3.436226139589016
Fluorinated gases,Georgia,2005,3.5831092894187417
Fluorinated gases,Georgia,2006,3.806567717381786
Fluorinated gases,Georgia,2007,4.071392940184705
Fluorinated gases,Georgia,2008,4.372196888429054
Fluorinated gases,Georgia,2009,5.234566836717154
Fluorinated gases,Georgia,2010,5.297865403518015
Fluorinated gases,Georgia,2011,4.865400312650314
Fluorinated gases,Georgia,2012,6.026340827380215
Fluorinated gases,Georgia,2013,5.510909215826467
Fluorinated gases,Georgia,2014,5.884836578759063
Fluorinated gases,Georgia,2015,6.162102483375693
Fluorinated gases,Georgia,2016,6.939665389873682
Fluorinated gases,Georgia,2017,7.0633657729574155
Fluorinated gases,Georgia,2018,7.804874714000287
Fluorinated gases,Georgia,2019,9.08345696472506
Fluorinated gases,Georgia,2020,7.569194166015454
Fluorinated gases,Georgia,2021,7.915261877893201
Fluorinated gases,Georgia,2022,8.159766465779322
Nitrous oxide,Georgia,1990,7.012290986354174
Nitrous oxide,Georgia,1991,7.218970279141581
Nitrous oxide,Georgia,1992,7.234667383064453
Nitrous oxide,Georgia,1993,7.127259278680382
Nitrous oxide,Georgia,1994,7.815882864804313
Nitrous oxide,Georgia,1995,7.78597073198125
Nitrous oxide,Georgia,1996,7.877074742135156
Nitrous oxide,Georgia,1997,7.946675629378915
Nitrous oxide,Georgia,1998,7.965964955254893
Nitrous oxide,Georgia,1999,7.785996430582825
Nitrous oxide,Georgia,2000,7.74825444717579
Nitrous oxide,Georgia,2001,7.378940072553559
Nitrous oxide,Georgia,2002,7.965968139984784
Nitrous oxide,Georgia,2003,7.592553188718194
Nitrous oxide,Georgia,2004,7.80028436302865
Nitrous oxide,Georgia,2005,7.433568903413764
Nitrous oxide,Georgia,2006,7.340101886224663
Nitrous oxide,Georgia,2007,7.9771136310811
Nitrous oxide,Georgia,2008,6.989491741064675
Nitrous oxide,Georgia,2009,6.840387005052469
Nitrous oxide,Georgia,2010,7.0234649013003585
Nitrous oxide,Georgia,2011,6.881599549304953
Nitrous oxide,Georgia,2012,6.531329641214899
Nitrous oxide,Georgia,2013,6.59710619752275
Nitrous oxide,Georgia,2014,6.354250652315165
Nitrous oxide,Georgia,2015,6.323930377093866
Nitrous oxide,Georgia,2016,6.361910901915666
Nitrous oxide,Georgia,2017,6.1349088522107005
Nitrous oxide,Georgia,2018,5.975674817564968
Nitrous oxide,Georgia,2019,5.295944652716203
Nitrous oxide,Georgia,2020,5.300228253676557
Nitrous oxide,Georgia,2021,5.24502295958731
Nitrous oxide,Georgia,2022,4.832253845858975
Land use and forestry carbon stock change,Georgia,1990,-41.74555056740335
Land use and forestry carbon stock change,Georgia,1991,-41.22511629457225
Land use and forestry carbon stock change,Georgia,1992,-41.7000432701831
Land use and forestry carbon stock change,Georgia,1993,-41.76951637957848
Land use and forestry carbon stock change,Georgia,1994,-41.53591477221151
Land use and forestry carbon stock change,Georgia,1995,-41.72776494925098
Land use and forestry carbon stock change,Georgia,1996,-42.01790579203869
Land use and forestry carbon stock change,Georgia,1997,-42.48115544859299
Land use and forestry carbon stock change,Georgia,1998,-43.15812283260879
Land use and forestry carbon stock change,Georgia,1999,-43.4481033946748
Land use and forestry carbon stock change,Georgia,2000,-43.598674779471445
Land use and forestry carbon stock change,Georgia,2001,-44.3890567393759
Land use and forestry carbon stock change,Georgia,2002,-44.39537260119933
Land use and forestry carbon stock change,Georgia,2003,-43.47342763325754
Land use and forestry carbon stock change,Georgia,2004,-42.80867921970965
Land use and forestry carbon stock change,Georgia,2005,-41.904331829191925
Land use and forestry carbon stock change,Georgia,2006,-41.83246812345891
Land use and forestry carbon stock change,Georgia,2007,-41.50625397459406
Land use and forestry carbon stock change,Georgia,2008,-41.07551002731645
Land use and forestry carbon stock change,Georgia,2009,-40.82819207457838
Land use and forestry carbon stock change,Georgia,2010,-41.0595918282436
Land use and forestry carbon stock change,Georgia,2011,-41.76897925214576
Land use and forestry carbon stock change,Georgia,2012,-41.25317757768996
Land use and forestry carbon stock change,Georgia,2013,-41.782722320305865
Land use and forestry carbon stock change,Georgia,2014,-42.5185946118741
Land use and forestry carbon stock change,Georgia,2015,-42.965614193181565
Land use and forestry carbon stock change,Georgia,2016,-43.29779505020929
Land use and forestry carbon stock change,Georgia,2017,-43.89926082797598
Land use and forestry carbon stock change,Georgia,2018,-44.24225269602935
Land use and forestry carbon stock change,Georgia,2019,-43.89167672265905
Land use and forestry carbon stock change,Georgia,2020,-42.74211271320452
Land use and forestry carbon stock change,Georgia,2021,-41.87086196880146
Land use and forestry carbon stock change,Georgia,2022,-40.93530681409344
Net total,Georgia,1990,120.8740070136604
Net total,Georgia,1991,113.36652955938312
Net total,Georgia,1992,112.45339741912504
Net total,Georgia,1993,122.70409578460507
Net total,Georgia,1994,127.08424107938735
Net total,Georgia,1995,135.59594529950311
Net total,Georgia,1996,138.19728257627241
Net total,Georgia,1997,140.83927829419093
Net total,Georgia,1998,142.54998074156492
Net total,Georgia,1999,144.93207156444666
Net total,Georgia,2000,153.51888530671127
Net total,Georgia,2001,144.33709700991096
Net total,Georgia,2002,151.10157033799425
Net total,Georgia,2003,154.4303592057471
Net total,Georgia,2004,158.28184896885463
Net total,Georgia,2005,169.359325769786
Net total,Georgia,2006,165.54144444775486
Net total,Georgia,2007,170.25057477844155
Net total,Georgia,2008,157.22423006977832
Net total,Georgia,2009,145.88751037964744
Net total,Georgia,2010,156.16099275496885
Net total,Georgia,2011,137.7041739938836
Net total,Georgia,2012,122.44484958956176
Net total,Georgia,2013,123.75280527904378
Net total,Georgia,2014,128.74573714438313
Net total,Georgia,2015,127.40161140351331
Net total,Georgia,2016,126.0044554439391
Net total,Georgia,2017,123.23367142356152
Net total,Georgia,2018,124.13937594404962
Net total,Georgia,2019,119.2343263937365
Net total,Georgia,2020,101.02447701506848
Net total,Georgia,2021,109.50135626646386
Net total,Georgia,2022,110.09135489638312
Gross total,Georgia,1990,160.68161780673273
Gross total,Georgia,1991,152.72196236198184
Gross total,Georgia,1992,152.23706215594746
Gross total,Georgia,1993,162.4193762470539
Gross total,Georgia,1994,166.33738114951066
Gross total,Georgia,1995,174.54489702582234
Gross total,Georgia,1996,177.07678723044393
Gross total,Georgia,1997,179.82599372650526
Gross total,Georgia,1998,181.9377244719803
Gross total,Georgia,1999,184.3312089369595
Gross total,Georgia,2000,192.81890455823157
Gross total,Georgia,2001,184.170324294352
Gross total,Georgia,2002,190.5160028417096
Gross total,Georgia,2003,193.0139686352245
Gross total,Georgia,2004,195.99368180927337
Gross total,Georgia,2005,206.0516379821609
Gross total,Georgia,2006,201.8944487151929
Gross total,Georgia,2007,205.1728099817324
Gross total,Georgia,2008,192.22884951790044
Gross total,Georgia,2009,179.8021622491813
Gross total,Georgia,2010,190.19432679205036
Gross total,Georgia,2011,172.33110101368436
Gross total,Georgia,2012,155.99821020435465
Gross total,Georgia,2013,158.26363212454532
Gross total,Georgia,2014,163.60816664365888
Gross total,Georgia,2015,162.44129389515405
Gross total,Georgia,2016,160.507784935859
Gross total,Georgia,2017,158.05280582920872
Gross total,Georgia,2018,158.86806625911197
Gross total,Georgia,2019,152.30254394221822
Gross total,Georgia,2020,134.52272842407305
Gross total,Georgia,2021,141.7507764687546
Gross total,Georgia,2022,141.1127938187459
Carbon dioxide,Hawaii,1990,18.293132574525114
Carbon dioxide,Hawaii,1991,16.16234593800349
Carbon dioxide,Hawaii,1992,17.67398747991751
Carbon dioxide,Hawaii,1993,16.769982828672124
Carbon dioxide,Hawaii,1994,17.7590550886233
Carbon dioxide,Hawaii,1995,17.90910478194512
Carbon dioxide,Hawaii,1996,17.80485935798661
Carbon dioxide,Hawaii,1997,17.511596906428075
Carbon dioxide,Hawaii,1998,17.745672372743158
Carbon dioxide,Hawaii,1999,16.76559094582713
Carbon dioxide,Hawaii,2000,17.331920537520777
Carbon dioxide,Hawaii,2001,16.8261362555909
Carbon dioxide,Hawaii,2002,17.86287232461627
Carbon dioxide,Hawaii,2003,17.61316497827861
Carbon dioxide,Hawaii,2004,18.38624365679493
